curso_final,disciplina,semestre,professor
Fisioterapia,Eletrotermofototerapia,4º,Andrea Talassy Cezário Stanieski
Fisioterapia,Fisiologia Do Exercício,4º,João Victor Pacheco da Rocha
Fisioterapia,Fisioterapia Esportiva,4º,Natalia Xavier
Fisioterapia,Patologia e Imunologia Básica,4º,Wanderlei Onofre Schmitz
Fisioterapia,Recursos Terapêuticos Manuais,4º,Eduardo Henrique Loreti
Fisioterapia,Fisioterapia Respiratória II,8º,Eduardo Henrique Loreti
Fisioterapia,Fisioterapia Traumato-Ortopédica Funcional II,8º,João Victor Pacheco da Rocha
Fisioterapia,Psicologia Geral,8º,Amanda da Costa Marsura
Fisioterapia,Reabilitação Cardíaca,8º,Julice Angélica Antoniazzo Gadani
Fisioterapia,Trabalho de Conclusão de Curso I,8º,Eduardo Henrique Loreti
Fonoaudiologia,Anatomia Humana,1º,Julice Angélica Antoniazzo Batistão Gadani
Fonoaudiologia,"Citologia, Genética e Embriologia",1º,Erica Kobayashi Urio
Fonoaudiologia,Comunicação e Metodologia Científica,1º,Hilluska de Figueredo Sousa Carneiro Vieira
Fonoaudiologia,Desenvolvimento Motor e Motricidade Orofacial,1º,Daniela Pereira de Toledo Cardena
Fonoaudiologia,Desenvolvimento Motor e Motricidade Orofacial,1º,Julice Angélica Antoniazzo Batistão Gadani
Fonoaudiologia,Estudos Linguísticos para Fonoaudiologia,1º,Daniela Pereira de Toledo Cardena
Fonoaudiologia,Inteligência Artificial Aplicada e Inovação,1º,Hilluska de Figueredo Sousa Carneiro Vieira
Fonoaudiologia,Introdução à Fonoaudiologia,1º,Daniela Pereira De Toledo Cardena
Fonoaudiologia,Libras,1º,Douglas De Souza
Fonoaudiologia,Psicologia do Desenvolvimento,1º,Ticiana Araújo da Silva
Geografia,Educação Especial,1º,Georgia Cristian Borges
Geografia,Introdução ao Estudo da Geografia - IEG,1º,Nathália Karoline de Carvalho Soares
Geografia,Libras - Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
Geografia,Políticas Educacionais ECA/LDB – Legislação,1º,Lilia Odete Nantes de Oliveira
Geografia,Tecnologia e Metodologias ativas,1º,Maria Dolores Bortolança
Geografia,Didática em Geografia,2º,Mateus Brunetto Cari
Geografia,Educação de Jovens e Adultos,2º,Elizabete Velter Borges
Geografia,Escola e Currículo,2º,Camila de Brito Quadros
Geografia,Linguagem e Argumentação,2º,Julyana Moreira
Geografia,Psicologia da Aprendizagem,2º,Rafaela Cavalheiro da Rocha
Geografia Licenciatura,Inteligência Artificial Aplicada,1º,Camila de Brito Quadros
Geografia Licenciatura,Inteligência Artificial Aplicada,1º,Nara Machado Rockenbach
Geografia Licenciatura,Libras – Língua Brasileira de Sinais,1º,Claudineya Alves de Oliveira
Geografia Licenciatura,Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
Geografia Licenciatura,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Odete Nantes de Oliveira
Geografia Licenciatura,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
Geografia Licenciatura,Psicologia da Educação e da Aprendizagem,1º,Rafaela Cavalheiro da Rocha
Geografia Licenciatura,Psicologia da Educação e da Aprendizagem,1º,Silvia Mara Pagliuzo Muraki
Geografia Licenciatura,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Odete Nantes de Oliveira
Geografia Licenciatura,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé de Lima
Geografia Licenciatura,Didática,2º,Elizabete Velter Borges
Geografia Licenciatura,Didática,2º,Inês Velter Marques
Geografia Licenciatura,Didática,2º,Nara Machado Rockenbach
Geografia Licenciatura,"Escola, Currículo e Avaliação Institucional",2º,Camila de Brito Quadros
Geografia Licenciatura,"Escola, Currículo e Avaliação Institucional",2º,Luana dos Santos Souza
Geografia Licenciatura,Fundamentos Filosófico-Sociológicos da Educação,2º,Fernando Lorenz
Geografia Licenciatura,Fundamentos Filosófico-Sociológicos da Educação,2º,Givaldo Mauro de Matos
Geografia Licenciatura,História da Educação,2º,Marina de Souza Santos
Geografia Licenciatura,História da Educação,2º,Perla Loureiro de Almeida
Geografia Licenciatura,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
Geografia Licenciatura,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Geografia Licenciatura,Cartografia Geral e Temática,3º,Nathália Karoline de Carvalho Soares
Geografia Licenciatura,Climatologia,3º,Danielle Cristine Pedruzzi
Geografia Licenciatura,Geografia Agrária,3º,Maurício Galera
Geografia Licenciatura,Geografia da População,3º,Cibeli Gonçalves Cardozo
Geografia Licenciatura,Hidrologia,3º,Danielle Cristine Pedruzzi
Geografia Licenciatura,Geografia Econômica,4º,Mateus Brunetto Cari
Geografia Licenciatura,Geografia Industrial,4º,Maurício Galera
Geografia Licenciatura,Geografia Urbana,4º,Laura Gondim Nunes Martins de Araújo
Geografia Licenciatura,"Geografia, Turismo e Território",4º,Camila de Brito Quadros
Geografia Licenciatura,Geologia,4º,Nathália Karoline de Carvalho Soares
Geografia Licenciatura,Biogeografia,5º,Maurício Galera
Geografia Licenciatura,Dinâmicas Regionais e Regionalização,5º,Gustavo Balbueno de Almeida
Geografia Licenciatura,Filosofia Geral e Educação,5º,Paola Devechi Picoli
Geografia Licenciatura,Geografia da América Latina,5º,Mateus Brunetto Cari
Geografia Licenciatura,Sociedade e Contemporaneidade,5º,Givaldo Mauro de Matos
Geografia Licenciatura,Estágio Supervisionado I,6º,Mateus Brunetto Cari
Geografia Licenciatura,Geografia Cultural,6º,Camila de Brito Quadros
Geografia Licenciatura,Geografia Geral do Brasil,6º,Nathália Karoline de Carvalho Soares
Geografia Licenciatura,Metodologia da Pesquisa,6º,Cibeli Gonçalves Cardozo
Geografia Licenciatura,"Sociologia, Ética e Direitos humanos",6º,Mateus Brunetto Cari
Geografia Licenciatura,Cenários Aplicados II,7º,Maurício Galera
Geografia Licenciatura,Cenários Aplicados II,7º,Nathália Karoline de Carvalho Soares
Geografia Licenciatura,Educação Ambiental e Biossegurança (Ciências Biológicas),7º,Érica de Oliveira Sossolote
Geografia Licenciatura,Ensino de História: Teoria e Prática I (História),7º,Marina de Souza Santos
Geografia Licenciatura,Estágio Supervisionado II,7º,Mateus Brunetto Cari
Geografia Licenciatura,Estágio Supervisionado III,7º,Mateus Brunetto Cari
Geografia Licenciatura,Filosofia da Educação (Pedagogia),7º,Gilmar Lima Caetano
Geografia Licenciatura,Geografia Regional do Brasil,7º,Gustavo Balbueno de Almeida
Geografia Licenciatura,História Ambiental (História),7º,Fagner Silva Lima
Geografia Licenciatura,História da Educação (Pedagogia),7º,Claunice Dornelles
Geografia Licenciatura,Legislação Ambiental e Sanitária (Engenharia Ambiental),7º,Jéssica Ferreira da Silva
Geografia Licenciatura,Pesquisa em Geografia Física,7º,Lidiane Cristina Lopes Garcia de Souza
Geografia Licenciatura,Pesquisa em Geografia Humana,7º,Sonia Mar dos Santos Migliorini
Geografia Licenciatura,Política Social Brasileira (Serviço Social),7º,Gilmar Lima Caetano
Geografia Licenciatura,Política Social Brasileira (Serviço Social),7º,Mateus Brunetto Cari
História,Educação Especial,1º,Geórgia Cristian Borges
História,Introdução aos Estudos Históricos,1º,Camila de Brito Quadros
História,Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
História,Políticas e Normas da Educação Básica,1º,Lilia Odete Nantes de Oliveira
História,Tecnologia e Metodologias Ativas,1º,Maria Dolores Bortolança
História,Didática,2º,Elizabete Velter Borges
História,Ensino de História: Teoria e Prática I,2º,Marina de Souza Santos
História,Escola e Currículo,2º,Camila de Brito Quadros
História,Linguagem e Argumentação,2º,Julyana Moreira
História,Psicologia da Educação e da Aprendizagem,2º,Rafaela Cavalheiro da Rocha
História,Ensino de História: Teoria e Prática II,3º,Marina de Souza Santos
História,História Ambiental,3º,Fagner Silva Lima
História,História Antiga I,3º,Márcio José de Oliveira Rocha
História,História da América I,3º,Gilmar Lima Caetano
História,História da América I,3º,Gustavo Balbueno de Almeida
História,História do Brasil Colonial I,3º,Camila de Brito Quadros
História,História do Brasil Colonial I,3º,Gilmar Lima Caetano
História,História Antiga II,4º,Mateus Brunetto Cari
História,História da América II,4º,Gustavo Balbueno de Almeida
História,História do Brasil Colonial II,4º,Camila de Brito Quadros
História,História do Brasil Colonial II,4º,Gilmar Lima Caetano
História,História Medieval I,4º,Gustavo Balbueno de Almeida
História,"Sociedade, Educação e Cultura",4º,Givaldo Mauro de Matos
História,Filosofia Geral,5º,Paola Devechi Picoli
História,História da África,5º,Lidiane Cristina Lopes Garcia de Souza
História,História do Brasil Independente,5º,Camila de Brito Quadros
História,História Medieval II,5º,Gilmar Lima Caetano
História,História Medieval II,5º,Gustavo Balbueno de Almeida
História,História Moderna I,5º,Gustavo Balbueno de Almeida
História,Estágio Supervisionado Ensino Fundamental,6º,Mateus Brunetto Cari
História,História Contemporânea I,6º,Gustavo Balbueno de Almeida
História,História Moderna II,6º,Gilmar Lima Caetano
História,História Moderna II,6º,Marina de Souza Santos
História,Metodologia da Pesquisa Historiográfica,6º,Camila de Brito Quadros
História,Patrimônio Cultural: Conceitos e Políticas Públicas,6º,Camila de Brito Quadros
História,Estágio Supervisionado Ensino Médio,7º,Mateus Brunetto Cari
História,História Contemporânea II,7º,Mateus Brunetto Cari
História,História Regional,7º,Gustavo Balbueno de Almeida
História,Teoria da História e Historiografia,7º,Gilmar Lima Caetano
História,Teoria da História e Historiografia,7º,Marina de Souza Santos
História,Trabalho de Conclusão de Curso I,7º,Gilmar Lima Caetano
História,Cenários Aplicados II,8º,Camila de Brito Quadros
História,Cenários Aplicados II,8º,Gustavo Balbueno de Almeida
História,Estágio Supervisionado Educação de Jovens e Adultos,8º,Mateus Brunetto Cari
História,Relações Étnico-Raciais na Educação e Educação Indígena,8º,Lilia Odete Nantes de Oliveira
História,Trabalho de Conclusão de Curso II,8º,Camila de Brito Quadros
História,Trabalho de Conclusão de Curso II,8º,Gustavo Balbueno de Almeida
História,Tópicos Especiais em História,8º,Gilmar Lima Caetano
História,Tópicos Especiais em História,8º,Marina de Souza Santos
História Licenciatura,Inteligência Artificial Aplicada,1º,Camila de Brito Quadros
História Licenciatura,Inteligência Artificial Aplicada,1º,Nara Machado Rockenbach
História Licenciatura,Libras – Língua Brasileira de Sinais,1º,Claudineya Alves de Oliveira
História Licenciatura,Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
História Licenciatura,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Odete Nantes de Oliveira
História Licenciatura,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
História Licenciatura,Psicologia da Educação e da Aprendizagem,1º,Rafaela Cavalheiro da Rocha
História Licenciatura,Psicologia da Educação e da Aprendizagem,1º,Silvia Mara Pagliuzo Muraki
História Licenciatura,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Odete Nantes de Oliveira
História Licenciatura,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé de Lima
História Licenciatura,Didática,2º,Elizabete Velter Borges
História Licenciatura,Didática,2º,Inês Velter Marques
História Licenciatura,Didática,2º,Nara Machado Rockenbach
História Licenciatura,"Escola, Currículo e Avaliação Institucional",2º,Camila de Brito Quadros
História Licenciatura,"Escola, Currículo e Avaliação Institucional",2º,Luana dos Santos Souza
História Licenciatura,Fundamentos Filosófico-Sociológicos da Educação,2º,Fernando Lorenz
História Licenciatura,Fundamentos Filosófico-Sociológicos da Educação,2º,Givaldo Mauro de Matos
História Licenciatura,História da Educação,2º,Marina de Souza Santos
História Licenciatura,História da Educação,2º,Perla Loureiro de Almeida
História Licenciatura,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
História Licenciatura,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Letras - Inglês,Didática,1º,Inês Velter
Letras - Inglês,Filosofia,1º,Fernando Lorenz
Letras - Inglês,Libras,1º,Douglas Souza Fernandes
Letras - Inglês,Psicologia da educação e da aprendizagem,1º,Adriana Rita Sordi
Letras - Inglês,Psicologia da educação e da aprendizagem,1º,Sandra Armôa
Letras - Inglês,Tecnologias e metodologias ativas,1º,Dolores Bortolança
Letras - Inglês,Estudo de textos I,2º,Nara Sgarbi
Letras - Inglês,"Manifestações culturais: meio ambiente, relações étnico-raciais, educação indígena e inclusiva",2º,Lília Nantes
Letras - Inglês,Organização e políticas da educação básica,2º,Vera Fátima Corsino de Almeida
Letras - Inglês,Perspectivas acadêmicas e profissionais em Letras,2º,Geysa Juce da Silva
Letras - Inglês,Perspectivas acadêmicas e profissionais em Letras,2º,Julyana Moreira
Letras - Inglês,Teoria da literatura,2º,Dalva Eli de Carvalho Custódio
Letras - Inglês,Estudo de Textos II,3º,Nara Sgarbi
Letras - Inglês,Estudos Linguísticos,3º,Nara Maria Fiel de Quevedo Sgarbi
Letras - Inglês,História da Língua Portuguesa,3º,Nara Sgarbi
Letras - Inglês,Literaturas de Língua Portuguesa I,3º,Hilluska Carneiro
Letras - Inglês,Língua Inglesa I,3º,Ueslei Alves de Oliveira
Letras - Inglês,Estudo de textos III,4º,Alexandra Aparecida de Araújo Figueiredo
Letras - Inglês,Fonética e fonologia da língua portuguesa,4º,Adriane Aparecida de Souza Mahl Mangaroti
Letras - Inglês,Literatura Infanto-Juvenil,4º,Adriane Aparecida de Souza Mahl Mangaroti
Letras - Inglês,Literaturas de Língua Portuguesa II,4º,Hilluska Carneiro
Letras - Inglês,Língua inglesa II,4º,Lilia Nantes
Letras - Inglês,Estudo de textos IV,5º,Alexandra Aparecida de Araújo Figueiredo
Letras - Inglês,Literaturas de Língua Portuguesa III,5º,Julyana Moreira
Letras - Inglês,Língua inglesa III,5º,Ueslei Alves de Oliveira
Letras - Inglês,Morfologia da língua portuguesa,5º,Geysa Juce
Letras - Inglês,Estágio Supervisionado em Língua Inglesa I,6º,Ueslei Alves de Oliveira
Letras - Inglês,Literaturas de Língua Portuguesa IV,6º,Julyana Moreira
Letras - Inglês,Pesquisa e linguagem científica,6º,Julyana Moreira da Silva
Letras - Inglês,Sintaxe da Língua Portuguesa,6º,Inês Velter
Letras - Inglês,Estágio Supervisionado em Língua e Literaturas de Língua Portuguesa III,7º,Inês Velter Marques
Letras - Inglês,Estágio Supervisionado em Língua Inglesa II,7º,Ueslei Alves de Oliveira
Letras - Inglês,Literaturas de Língua Inglesa,7º,Julyana Moreira
Letras - Inglês,Língua Inglesa IV,7º,Ueslei Alves de Oliveira
Letras - Inglês,Trabalho de Conclusão de Curso,7º,Vários professores
Letras - Inglês,Estágio Supervisionado em Língua e Literaturas de Língua Portuguesa IV,8º,Inês Velter Marques
Letras - Inglês,Estágio Supervisionado em Língua Inglesa III,8º,Ueslei Alves de Oliveira
Letras - Inglês,"Literatura Africana, Literatura e Cultura e Manifestações Populares",8º,Lilia Nantes
Letras - Inglês,Semiótica,8º,Nara Sgarbi
Letras - Inglês,"Tópicos de Linguística, Gêneros Multimodais e Multiletramentos",8º,Hilluska Carneiro
Letras - Língua Portuguesa,Didática,1º,Inês Velter
Letras - Língua Portuguesa,Filosofia,1º,Fernando Lorenz
Letras - Língua Portuguesa,Inteligência Artificial Aplicada,1º,Camila Quadros
Letras - Língua Portuguesa,Inteligência Artificial Aplicada,1º,Nara Rockenbach
Letras - Língua Portuguesa,Libras,1º,Claudineya Alves
Letras - Língua Portuguesa,Libras,1º,Douglas Souza Fernandes
Letras - Língua Portuguesa,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Nantes
Letras - Língua Portuguesa,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
Letras - Língua Portuguesa,Psicologia da educação e da aprendizagem,1º,Adriana Rita Sordi
Letras - Língua Portuguesa,Psicologia da Educação e da Aprendizagem,1º,Rafaela Rocha
Letras - Língua Portuguesa,Psicologia da educação e da aprendizagem,1º,Sandra Armôa
Letras - Língua Portuguesa,Psicologia da Educação e da Aprendizagem,1º,Silvia Muraki
Letras - Língua Portuguesa,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Nantes
Letras - Língua Portuguesa,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé
Letras - Língua Portuguesa,Tecnologias e metodologias ativas,1º,Dolores Bortolança
Letras - Língua Portuguesa,Abordagens didáticas em Educação de Jovens e Adultos,2º,Elizabete Velter Borges
Letras - Língua Portuguesa,Didática,2º,Elizabete Velter
Letras - Língua Portuguesa,Didática,2º,Inês Velter
Letras - Língua Portuguesa,Didática,2º,Nara Rockenbach
Letras - Língua Portuguesa,"Escola, Currículo e Avaliação Institucional",2º,Camila Quadros
Letras - Língua Portuguesa,"Escola, Currículo e Avaliação Institucional",2º,Luana Santos
Letras - Língua Portuguesa,Estudo de Textos I,2º,Nara Sgarbi
Letras - Língua Portuguesa,Fundamentos Filosóficos-Sociológicos da Educação,2º,Fernando Lorenz
Letras - Língua Portuguesa,Fundamentos Filosóficos-Sociológicos da Educação,2º,Givaldo Mattos
Letras - Língua Portuguesa,História da Educação,2º,Marina de Souza Santos
Letras - Língua Portuguesa,História da Educação,2º,Perla Loureiro
Letras - Língua Portuguesa,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
Letras - Língua Portuguesa,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Letras - Língua Portuguesa,"Manifestações culturais: meio ambiente, relações étnico-raciais, educação indígena e inclusiva",2º,Lília Nantes
Letras - Língua Portuguesa,Organização e políticas da educação básica,2º,Vera Fátima Corsino de Almeida
Letras - Língua Portuguesa,Perspectivas acadêmicas e profissionais em letras,2º,Geysa Juce da Silva
Letras - Língua Portuguesa,Perspectivas acadêmicas e profissionais em letras,2º,Julyana Moreira
Letras - Língua Portuguesa,Estudo de Textos II,3º,Nara Sgarbi
Letras - Língua Portuguesa,Estudos Linguísticos I,3º,Nara Sgarbi
Letras - Língua Portuguesa,História da Língua Portuguesa,3º,Nara Sgarbi
Letras - Língua Portuguesa,Literaturas da Língua Portuguesa I,3º,Hilluska Carneiro
Letras - Língua Portuguesa,Teoria da Literatura I,3º,Dalva Eli de Carvalho Custódio
Letras - Língua Portuguesa,Estudo de Textos III,4º,Alexandra Aparecida de Araújo Figueiredo
Letras - Língua Portuguesa,Estudos linguísticos II,4º,Nara Sgarbi
Letras - Língua Portuguesa,Fonética e fonologia da língua portuguesa,4º,Adriane Aparecida de Souza Mahl Mangaroti
Letras - Língua Portuguesa,Literaturas de língua portuguesa II,4º,Hilluska Carneiro
Letras - Língua Portuguesa,Teoria da literatura II,4º,Dalva Eli de Carvalho Custódio
Letras - Língua Portuguesa,Estudo de Textos IV,5º,Alexandra Aparecida de Araújo Figueiredo
Letras - Língua Portuguesa,Literatura infanto-juvenil,5º,Adriane Aparecida de Souza Mahl Mangaroti
Letras - Língua Portuguesa,Literaturas de língua portuguesa III,5º,Julyana Moreira
Letras - Língua Portuguesa,Morfologia da Língua portuguesa,5º,Geysa Juce
Letras - Língua Portuguesa,Sintaxe da língua portuguesa,5º,Inês Velter Marques
Letras - Língua Portuguesa,Estudo de Textos V,6º,Lilia Nantes
Letras - Língua Portuguesa,Estudo de Textos V,6º,Valquiria de Oliveira Menezes
Letras - Língua Portuguesa,Estágio Supervisionado I - Observação no Ensino Fundamental e Médio,6º,Inês Velter
Letras - Língua Portuguesa,Literaturas de Língua Portuguesa IV,6º,Julyana Moreira
Letras - Língua Portuguesa,Pesquisa e Linguagem Científica,6º,Terezinha Bazé de Lima
Letras - Língua Portuguesa,Sintaxe Aplicada ao Texto e ao Ensino de Gramática,6º,Adriane Aparecida de Souza Mahl Mangaroti
Letras - Língua Portuguesa,Estudo de Textos VI,7º,Lilia Nantes
Letras - Língua Portuguesa,Estudo de Textos VI,7º,Valquiria de Oliveira Menezes
Letras - Língua Portuguesa,Estágio Supervisionado II - Regência no Ensino Fundamental e Médio,7º,Inês Velter
Letras - Língua Portuguesa,Estágio Supervisionado III - Observação e Regência na Educação de Jovens e Adultos,7º,Inês Velter
Letras - Língua Portuguesa,"Literatura, Arte, Cultura e Manifestações Populares",7º,Lilia Nantes
Letras - Língua Portuguesa,Literaturas de Língua Portuguesa V,7º,Hilluska Carneiro
Letras - Língua Portuguesa,Semiótica,7º,Nara Sgarbi
Letras - Língua Portuguesa,Trabalho de Conclusão de Curso II,7º,Diversos professores
Letras - Língua Portuguesa,"Tópicos de Linguística, Gêneros Multimodais e Multiletramentos",7º,Hilluska Carneiro
Letras - Português e Inglês,Inteligência Artificial Aplicada,1º,Camila Quadros
Letras - Português e Inglês,Inteligência Artificial Aplicada,1º,Nara Rockenbach
Letras - Português e Inglês,Libras,1º,Claudineya Alves
Letras - Português e Inglês,Libras,1º,Douglas Souza Fernandes
Letras - Português e Inglês,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Nantes
Letras - Português e Inglês,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
Letras - Português e Inglês,Psicologia da Educação e da Aprendizagem,1º,Rafaela Rocha
Letras - Português e Inglês,Psicologia da Educação e da Aprendizagem,1º,Silvia Muraki
Letras - Português e Inglês,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Nantes
Letras - Português e Inglês,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé
Letras - Português e Inglês,Didática,2º,Elizabete Velter
Letras - Português e Inglês,Didática,2º,Inês Velter
Letras - Português e Inglês,Didática,2º,Nara Rockenbach
Letras - Português e Inglês,"Escola, Currículo e Avaliação Institucional",2º,Camila Quadros
Letras - Português e Inglês,"Escola, Currículo e Avaliação Institucional",2º,Luana Santos
Letras - Português e Inglês,Fundamentos Filosóficos-Sociológicos da Educação,2º,Fernando Lorenz
Letras - Português e Inglês,Fundamentos Filosóficos-Sociológicos da Educação,2º,Givaldo Mattos
Letras - Português e Inglês,História da Educação,2º,Marina de Souza Santos
Letras - Português e Inglês,História da Educação,2º,Perla Loureiro
Letras - Português e Inglês,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
Letras - Português e Inglês,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Matemática,[ESP] Didática em Matemática,1º,Nara Machado Rockenbach
Matemática,[ESP] Educação Especial e Inclusiva,1º,Georgia Cristian Borges
Matemática,[ESP] Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
Matemática,[ESP] Psicologia Aplicada a Educação,1º,Adriana Rita Sordi
Matemática,[ESP] Tecnologias e metodologias ativas,1º,Maria Dolores Bortolanza
Matemática,Inteligência Artificial Aplicada,1º,Camila de Brito Quadros
Matemática,Inteligência Artificial Aplicada,1º,Nara Machado Rockenbach
Matemática,Libras – Língua Brasileira de Sinais,1º,Claudineya Alves de Oliveira
Matemática,Libras – Língua Brasileira de Sinais,1º,Douglas Souza Fernandes
Matemática,Políticas Educacionais e Organização da Educação Básica,1º,Lilia Odete Nantes de Oliveira
Matemática,Políticas Educacionais e Organização da Educação Básica,1º,Vera Fátima Corsino de Almeida
Matemática,Psicologia da Educação e da Aprendizagem,1º,Rafaela Cavalheiro da Rocha
Matemática,Psicologia da Educação e da Aprendizagem,1º,Silvia Mara Pagliuzo Muraki
Matemática,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Lilia Odete Nantes de Oliveira
Matemática,"Relações Étnico-Raciais, Meio Ambiente e Direitos Humanos",1º,Terezinha Bazé de Lima
Matemática,[ESP] A Matemática e o Mercado de Trabalho,2º,Vera Fátima Corsino de Almeida
Matemática,[ESP] Informática na Educação Matemática,2º,France Ricardo Marques
Matemática,[ESP] Matemática Básica,2º,Nara Machado Rockenbach
Matemática,[ESP] Matemática Elementar,2º,Nara Machado Rockenbach
Matemática,[ESP] Política e Legislação Educacional Brasileira,2º,Camila de Brito Quadros
Matemática,Didática,2º,Elizabete Velter Borges
Matemática,Didática,2º,Inês Velter Marques
Matemática,Didática,2º,Nara Machado Rockenbach
Matemática,"Escola, Currículo e Avaliação Institucional",2º,Camila de Brito Quadros
Matemática,"Escola, Currículo e Avaliação Institucional",2º,Luana dos Santos Souza
Matemática,Fundamentos Filosófico-Sociológicos da Educação,2º,Fernando Lorenz
Matemática,Fundamentos Filosófico-Sociológicos da Educação,2º,Givaldo Mauro de Matos
Matemática,História da Educação,2º,Marina de Souza Santos
Matemática,História da Educação,2º,Perla Loureiro de Almeida
Matemática,"Linguagens, Comunicação e Metodologias Ativas",2º,Julyana Moreira da Silva
Matemática,"Linguagens, Comunicação e Metodologias Ativas",2º,Maria Dolores Bortolanza
Matemática,[ESP] Didática da Matemática,3º,Nara Machado Rockenbach
Matemática,[ESP] Elementos de Física II,3º,Scheyla Cadore
Matemática,[ESP] Fundamentos de Álgebra Linear,3º,Eleandro Aparecido Miqueletti
Matemática,[ESP] Geometria Básica II,3º,Pedro Paulo Da Silva
Matemática,[ESP] Metodologia do Ensino de Matemática,3º,Vera Fátima Corsino de Almeida
Matemática,Fundamentos de Física I,3º,Scheyla Cadore
Matemática,Fundamentos de Geometria I,3º,Pedro Paulo Da Silva
Matemática,Fundamentos de Álgebra Linear,3º,Eleandro Aparecido Miqueletti
Matemática,Linguagem e Argumentação,3º,Julyana Moreira da Silva
Matemática,Metodologia do Ensino de Matemática,3º,Vera Fátima Corsino de Almeida
Matemática,[ESP] Cálculo Diferencial e Integral I,4º,Ricardo Bonfim Cruz
Matemática,[ESP] Laboratório no Ensino de Matemática,4º,Rosana Bortolanza
Matemática,[ESP] Matemática Financeira,4º,Pedro Paulo Da Silva
Matemática,[ESP] Metodologia de Pesquisa e Projetos de Ensino,4º,Cibeli Gonçalves Cardozo
Matemática,[ESP] Política e Legislação Educacional Brasileira,4º,Vera Fátima Corsino de Almeida
Matemática,Cálculo Diferencial e Integral I,4º,Ricardo Bonfim Cruz
Matemática,Educação Financeira,4º,Pedro Paulo Da Silva
Matemática,Estatística Descritiva,4º,Maria Isabel Schierholt
Matemática,Laboratório do Ensino de Matemática,4º,Rosana Bortolanza Insabraldi
Matemática,Metodologia de Pesquisa e Projetos de Ensino,4º,Cibeli Gonçalves Cardozo
Matemática,[ESP História da matemática e filosofia das ciências,5º,Scheyla Cadore
Matemática,[ESP] Cálculo Diferencial e Integral II,5º,Ricardo Bonfim Cruz
Matemática,[ESP] Geometria Analítica e Vetores,5º,Nara Machado Rockenbach
Matemática,[ESP] Prática de Ensino em Matemática I,5º,Rosana Bortolanza
Matemática,Análise Combinatória e Probabilidade,5º,Eleandro Aparecido Miqueletti
Matemática,Cálculo Diferencial e Integral II,5º,Ricardo Bonfim Cruz
Matemática,Estágio Supervisionado em Matemática I,5º,Vera Fátima Corsino de Almeida
Matemática,Fundamentos de Física II,5º,Scheyla Cadore
Matemática,Fundamentos de Geometria II,5º,Pedro Paulo Da Silva
Matemática,História da Matemática e Filosofia das Ciências,5º,Scheyla Cadore
Matemática,[ESP] Análise Combinatória e Probabilidade,6º,Eleandro Aparecido Miqueletti
Matemática,[ESP] Cálculo Diferencial E Integral III,6º,Ricardo Bonfim Cruz
Matemática,[ESP] Prática De Ensino Em Matemática II,6º,Rosana Bortolanza
Matemática,[ESP] Tecnologias Digitais De Informação E Comunicação No Ensino De Matemática,6º,Rosana Bortolanza
Matemática,Cálculo Diferencial e Integral III,6º,Ricardo Bonfim Cruz
Matemática,Estágio Supervisionado em Matemática I_Docência no Ensino Fundamental,6º,Vera Fátima Corsino de Almeida
