disc_id,curso_final,disciplina,semestre,aula,playlist_id,entry_id,nome_video,embed_url,status_validacao,observacao,responsavel,validado_em
999e6e4493704e9f,Administração,Empreendedorismo,1º,1,1_3iet4azf,1_xluhrk5r,Aula 01 - Introdução ao Empreendedorismo,https://cdnapisec.kaltura.com/p/1878021/sp/187802100/embedIframeJs/uiconf_id/55378663/partner_id/1878021?iframeembed=true&playerId=kaltura_player_1xluhrk5r&entry_id=1_xluhrk5r&flashvars[streamerType]=auto,correto,,,2026-06-10T15:35:51
999e6e4493704e9f,Administração,Empreendedorismo,1º,2,1_3iet4azf,1_gkor9q2k,Aula - Empreendedorismo: Panorama Geral,https://cdnapisec.kaltura.com/p/1878021/sp/187802100/embedIframeJs/uiconf_id/55378663/partner_id/1878021?iframeembed=true&playerId=kaltura_player_1gkor9q2k&entry_id=1_gkor9q2k&flashvars[streamerType]=auto,correto,,,2026-06-10T15:37:35
